CPU_CYCLES, INSTRUCTIONS, CACHE_MISSES, BRANCH_MISSES, LABEL
00:09:16.707 119854843 19783175 276309 144 1.0
00:09:16.907 119854791 19888522 275499 141 1.0
00:09:17.307 119855250 19483504 279098 76 1.0
00:09:17.507 119855613 19867354 275507 138 1.0
00:09:17.707 119854881 19791577 276429 145 1.0
00:09:17.907 119855620 19880408 275388 142 1.0
00:09:18.307 119855270 19491938 279219 73 1.0
00:09:18.507 119855651 19867516 275508 138 1.0
00:09:18.707 119854826 19783142 276308 142 1.0
00:09:18.907 119855493 19880303 275385 137 1.0
00:09:19.307 119855344 19483787 279102 68 1.0
00:09:19.507 119855651 19867511 275508 146 1.0
00:09:19.707 119854926 19791263 276425 152 1.0
00:09:19.907 119855593 19880280 275384 144 1.0
00:09:20.307 119855940 19483728 279104 79 1.0
00:09:20.507 119854884 19872313 275574 139 1.0
00:09:20.707 119854797 19782872 276309 143 1.0
00:09:20.907 119855593 19880338 275385 140 1.0
00:09:21.307 119856100 19483762 279104 70 1.0
00:09:21.507 119854868 19867337 275502 141 1.0
00:09:21.707 119855603 19783282 276313 142 1.0
00:09:21.907 119854810 19888726 275503 142 1.0
00:09:22.307 119856077 19483834 279105 75 1.0
00:09:22.507 119854853 19875698 275623 139 1.0
00:09:22.707 119855548 19783504 276316 141 1.0
00:09:22.907 119854748 19880125 275379 145 1.0
00:09:23.307 119856108 19492178 279224 69 1.0
00:09:23.507 119854817 19867334 275504 140 1.0
00:09:23.707 119855475 19783142 276311 152 1.0
00:09:23.907 119854863 19888525 275496 144 1.0
00:09:24.307 119855326 19483584 279098 77 1.0
00:09:24.507 119854866 19867399 275506 143 1.0
00:09:24.707 119855650 19791143 276425 151 1.0
00:09:24.907 119854885 19880141 275381 138 1.0
00:09:25.307 119855366 19491896 279217 73 1.0
00:09:25.507 119855569 19866843 275508 141 1.0
00:09:25.707 119854912 19783139 276308 148 1.0
00:09:25.907 119854921 19880394 275380 147 1.0
00:09:26.307 119855257 19483601 279098 76 1.0
00:09:26.507 119855661 19867358 275506 137 1.0
00:09:26.707 119854855 19791555 276430 147 1.0
00:09:26.907 119855588 19880464 275382 148 1.0
00:09:27.307 119855305 19484708 279097 75 1.0
00:09:27.507 119855632 19875703 275627 144 1.0
00:09:27.707 119854824 19783352 276311 148 1.0
00:09:27.907 119855640 19880318 275386 140 1.0
00:09:28.307 119855269 19631778 277697 105 1.0
00:09:28.507 119855577 19880466 275385 148 1.0
00:09:28.707 119854886 19783230 276309 144 1.0
00:09:29.107 119855290 19483647 279100 77 1.0
00:09:29.307 119855683 19783248 276314 145 1.0
00:09:29.507 119854913 19888623 275499 145 1.0
00:09:29.707 119854831 19783190 276309 148 1.0
00:09:30.107 119855326 19483689 279100 79 1.0
00:09:30.307 119855483 19791466 276432 143 1.0
00:09:30.507 119854930 19880177 275379 142 1.0
00:09:30.707 119855619 19783279 276313 145 1.0
00:09:31.107 119855317 19483607 279099 79 1.0
00:09:31.307 119855614 19783257 276314 147 1.0
00:09:31.507 119854796 19880332 275378 144 1.0
00:09:31.707 119855572 19791668 276434 155 1.0
00:09:32.107 119855313 19483472 279097 72 1.0
00:09:32.307 119855521 19783120 276312 142 1.0
00:09:32.507 119854797 19888164 275493 142 1.0
00:09:32.707 119855562 19783167 276311 142 1.0
00:09:33.107 119856115 19491863 279221 71 1.0
00:09:33.307 119854906 19782991 276307 151 1.0
00:09:33.507 119854731 19880197 275380 143 1.0
00:09:33.707 119855595 19783193 276312 144 1.0
00:09:34.107 119856058 19483874 279105 71 1.0
00:09:34.307 119854992 19783012 276308 147 1.0
00:09:34.507 119855552 19888658 275504 145 1.0
00:09:34.707 119854850 19783139 276308 148 1.0
00:09:35.107 119856054 19483841 279105 69 1.0
00:09:35.307 119854864 19791340 276427 144 1.0
00:09:35.507 119855513 19880400 275387 139 1.0
00:09:35.707 119854855 19783257 276309 140 1.0
00:09:36.107 119855387 19483760 279101 68 1.0
00:09:36.307 119854876 19783106 276309 142 1.0
00:09:36.507 119855600 19880460 275384 140 1.0
00:09:36.707 119854802 19791295 276425 146 1.0
00:09:37.107 119855317 19483512 279098 78 1.0
00:09:37.307 119854908 19791180 276424 144 1.0
00:09:37.507 119855608 19880252 275384 141 1.0
00:09:37.707 119854826 19783032 276306 143 1.0
00:09:38.107 119855343 19491811 279217 76 1.0
00:09:38.307 119855497 19783226 276313 143 1.0
00:09:38.507 119854786 19880369 275380 139 1.0
00:09:38.707 119854823 19791478 276427 147 1.0
00:09:39.107 119855239 19483728 279101 75 1.0
00:09:39.307 119855587 19783134 276312 148 1.0
00:09:39.507 119854867 19888565 275501 138 1.0
00:09:39.707 119855594 19783278 276313 148 1.0
00:09:40.107 119855311 19491949 279219 78 1.0
00:09:40.307 119855540 19783129 276312 148 1.0
00:09:40.507 119854808 19880124 275380 142 1.0
00:09:40.707 119855574 19783384 276314 144 1.0
00:09:41.107 119855351 19483716 279100 72 1.0
00:09:41.307 119855572 19783261 276315 142 1.0
00:09:41.507 119854845 19888360 275496 143 1.0
00:09:41.707 119855546 19783232 276313 148 1.0
00:09:42.107 119856069 19483785 279105 75 1.0
